"AF3","F7","F3","FC5","T7","P7","O1","O2","FC6","F4","F8","AF4"
4131.2821,4135.3846,4133.3333,4113.3333,4132.8205,4111.2821,4142.0513,4133.8462,4145.641,4127.1795,4135.3846,4109.7436
4137.4359,4135.3846,4134.8718,4120.5128,4135.3846,4112.8205,4137.4359,4130.7692,4147.6923,4124.6154,4134.359,4112.3077
4141.5385,4131.2821,4135.8974,4122.5641,4132.8205,4109.7436,4135.3846,4129.2308,4149.2308,4125.641,4135.8974,4119.4872
4136.9231,4137.9487,4136.9231,4122.5641,4134.8718,4112.3077,4140,4131.7949,4141.0256,4124.6154,4128.7179,4114.8718
4133.3333,4141.0256,4138.9744,4125.1282,4141.5385,4114.8718,4140.5128,4129.2308,4138.9744,4120.5128,4121.5385,4109.2308
4131.7949,4132.8205,4138.4615,4128.2051,4134.8718,4107.1795,4134.359,4122.0513,4145.641,4120.5128,4120,4113.3333
4126.6667,4125.641,4131.2821,4127.6923,4127.6923,4104.1026,4134.359,4122.5641,4142.0513,4123.0769,4115.3846,4114.359
4121.5385,4124.1026,4124.1026,4117.4359,4129.7436,4106.6667,4135.8974,4125.1282,4137.9487,4124.6154,4110.2564,4108.7179
4117.9487,4122.5641,4121.0256,4103.0769,4131.7949,4101.5385,4131.2821,4125.641,4135.8974,4119.4872,4104.1026,4103.0769
4118.9744,4125.1282,4121.5385,4104.1026,4131.7949,4101.5385,4131.7949,4130.7692,4136.9231,4118.9744,4101.5385,4105.641
4126.1538,4133.3333,4129.2308,4115.8974,4134.359,4108.2051,4135.3846,4132.3077,4144.6154,4124.6154,4112.3077,4124.1026
4134.8718,4141.0256,4138.4615,4123.5897,4137.4359,4105.641,4129.2308,4128.2051,4146.1538,4126.1538,4123.5897,4143.5897
4137.9487,4135.3846,4140,4125.1282,4136.4103,4104.6154,4134.359,4132.8205,4143.5897,4130.2564,4118.4615,4146.6667
4132.3077,4129.7436,4135.8974,4119.4872,4137.9487,4111.2821,4146.1538,4134.8718,4143.0769,4126.6667,4110.2564,4138.9744
4126.1538,4133.8462,4131.7949,4116.4103,4141.0256,4110.7692,4142.0513,4129.7436,4145.641,4119.4872,4124.1026,4142.5641
4125.1282,4131.2821,4130.7692,4117.4359,4136.4103,4113.3333,4142.0513,4130.7692,4147.6923,4123.0769,4141.5385,4149.7436
4124.6154,4123.5897,4131.2821,4115.3846,4133.3333,4118.9744,4145.641,4135.3846,4146.6667,4124.1026,4141.5385,4148.2051
4124.1026,4125.641,4132.3077,4116.9231,4133.3333,4116.4103,4140.5128,4136.9231,4150.7692,4125.1282,4143.0769,4155.8974
4128.2051,4131.7949,4133.3333,4116.9231,4132.3077,4113.3333,4143.0769,4136.4103,4156.4103,4127.6923,4147.1795,4162.5641
4134.8718,4133.8462,4138.4615,4116.9231,4132.3077,4115.3846,4153.3333,4135.8974,4158.4615,4128.7179,4146.6667,4160
4138.4615,4136.4103,4143.5897,4127.6923,4134.359,4113.8462,4147.1795,4136.4103,4160.5128,4131.7949,4150.7692,4162.0513
4135.3846,4139.4872,4142.0513,4133.8462,4140,4111.7949,4138.9744,4136.4103,4158.9744,4127.1795,4148.2051,4156.4103
4129.7436,4135.8974,4138.4615,4128.7179,4142.5641,4117.4359,4143.5897,4134.359,4153.8462,4121.0256,4133.8462,4147.1795
4124.6154,4131.7949,4134.8718,4121.5385,4139.4872,4118.9744,4138.9744,4127.6923,4146.6667,4120.5128,4124.1026,4146.6667
4121.5385,4129.7436,4130.2564,4116.4103,4139.4872,4115.8974,4131.2821,4123.5897,4140.5128,4120,4124.1026,4145.641
4120.5128,4130.2564,4123.5897,4114.8718,4137.9487,4113.8462,4135.8974,4125.1282,4139.4872,4118.9744,4124.6154,4141.5385
4121.0256,4134.8718,4121.0256,4121.0256,4134.359,4111.2821,4137.9487,4131.2821,4141.5385,4118.4615,4124.1026,4141.0256
4129.7436,4135.8974,4128.7179,4128.7179,4135.3846,4112.3077,4138.9744,4140,4147.6923,4124.1026,4137.4359,4150.7692
4133.3333,4133.8462,4132.8205,4129.2308,4135.3846,4114.8718,4143.0769,4142.0513,4149.7436,4125.1282,4146.6667,4151.7949
4127.1795,4134.8718,4129.2308,4127.6923,4129.2308,4115.3846,4140.5128,4137.4359,4145.1282,4121.0256,4136.9231,4138.4615
