"AF3","F7","F3","FC5","T7","P7","O1","O2","FC6","F4","F8","AF4"
4143.5897,4127.1795,4152.8205,4138.4615,4142.0513,4139.4872,4143.0769,4139.4872,4105.1282,4139.4872,4147.1795,4143.0769
4146.6667,4127.1795,4154.8718,4138.9744,4141.0256,4139.4872,4145.641,4138.4615,4107.1795,4145.1282,4144.1026,4147.1795
4153.8462,4130.7692,4162.5641,4140,4143.0769,4137.9487,4145.1282,4138.4615,4106.6667,4148.2051,4146.1538,4151.2821
4154.359,4131.7949,4161.0256,4138.9744,4145.1282,4141.0256,4150.2564,4138.4615,4106.6667,4147.6923,4154.359,4149.7436
4151.7949,4133.8462,4154.8718,4138.9744,4144.6154,4144.1026,4152.8205,4136.9231,4107.1795,4150.7692,4155.3846,4150.2564
4152.8205,4133.3333,4154.8718,4139.4872,4147.1795,4141.5385,4148.7179,4134.8718,4107.1795,4149.7436,4156.9231,4150.7692
4152.8205,4130.2564,4155.8974,4137.9487,4148.7179,4139.4872,4149.2308,4136.9231,4107.6923,4146.6667,4158.4615,4150.7692
4149.2308,4127.1795,4152.8205,4136.9231,4143.5897,4142.5641,4154.359,4139.4872,4107.1795,4145.1282,4153.3333,4148.2051
4149.7436,4128.2051,4155.3846,4138.4615,4145.1282,4145.641,4154.8718,4139.4872,4107.6923,4144.6154,4154.8718,4148.2051
4154.359,4129.7436,4158.4615,4140,4149.2308,4144.1026,4152.3077,4140,4107.6923,4144.6154,4155.8974,4151.7949
4152.3077,4130.2564,4153.8462,4140,4145.1282,4139.4872,4150.2564,4136.9231,4105.641,4144.1026,4148.7179,4152.8205
4145.641,4130.7692,4153.3333,4138.4615,4141.5385,4138.4615,4148.7179,4133.8462,4106.6667,4141.5385,4147.1795,4144.6154
4141.5385,4128.7179,4150.7692,4136.4103,4143.0769,4143.0769,4152.8205,4137.4359,4106.1538,4136.4103,4147.6923,4136.9231
4138.9744,4131.7949,4141.0256,4136.9231,4142.0513,4144.6154,4154.8718,4142.0513,4104.1026,4133.8462,4144.1026,4138.4615
4141.5385,4135.3846,4141.5385,4138.9744,4141.5385,4140,4146.1538,4141.0256,4111.7949,4132.8205,4147.6923,4140
4145.641,4130.7692,4150.2564,4140.5128,4141.5385,4140.5128,4144.6154,4140,4116.4103,4135.3846,4157.4359,4142.0513
4143.0769,4129.2308,4144.6154,4139.4872,4139.4872,4143.0769,4151.7949,4141.5385,4111.7949,4141.5385,4158.4615,4143.0769
4136.9231,4134.359,4133.8462,4137.4359,4140.5128,4140.5128,4148.2051,4140,4105.641,4135.3846,4153.8462,4136.4103
4137.4359,4131.2821,4137.9487,4137.4359,4143.5897,4138.4615,4142.0513,4137.9487,4102.0513,4126.1538,4151.2821,4136.4103
4138.9744,4121.0256,4143.0769,4137.9487,4144.6154,4137.9487,4144.1026,4139.4872,4101.5385,4128.7179,4144.6154,4138.4615
4134.8718,4121.0256,4136.9231,4137.4359,4142.0513,4135.3846,4143.0769,4138.9744,4104.1026,4133.3333,4135.3846,4132.8205
4135.3846,4125.641,4135.8974,4137.4359,4138.4615,4136.4103,4139.4872,4138.9744,4108.2051,4131.7949,4139.4872,4132.8205
4141.5385,4124.6154,4144.1026,4137.9487,4137.9487,4135.3846,4140,4140,4106.6667,4132.8205,4152.8205,4140.5128
4145.1282,4124.6154,4148.7179,4137.9487,4138.4615,4127.1795,4136.4103,4137.4359,4107.6923,4138.4615,4157.9487,4145.1282
4148.2051,4126.6667,4147.6923,4137.4359,4139.4872,4129.7436,4136.4103,4138.4615,4115.8974,4143.0769,4159.4872,4149.2308
4153.8462,4129.7436,4150.7692,4137.4359,4140,4140,4142.0513,4148.7179,4122.0513,4145.641,4168.2051,4155.8974
4156.4103,4130.2564,4153.8462,4138.4615,4140.5128,4138.9744,4145.641,4155.3846,4122.5641,4145.641,4171.7949,4156.9231
