AF3_Mean,AF3_Std,F7_Mean,F7_Std,F3_Mean,F3_Std,FC5_Mean,FC5_Std,T7_Mean,T7_Std,P7_Mean,P7_Std,O1_Mean,O1_Std,O2_Mean,O2_Std,FC6_Mean,FC6_Std,F4_Mean,F4_Std,F8_Mean,F8_Std,AF4_Mean,AF4_Std,class
0.0101906068829,0.767878499799,0.00847744720385,0.39378231464,-0.0299108835638,0.0152570261314,0.0404939500741,0.191450188688,-0.0074763521605,0.117647408407,-0.0238565995435,0.141483814251,0.0138024928702,0.0234521502454,0.0245373347317,0.0267144178942,0.0259108735561,0.196636676759,0.0303358719116,-0.0317398481052,-0.0577200826177,0.298174033751,0.000162686935367,0.734965395606,0.0
0.00906715564552,0.491575064067,-0.0499823013623,0.125963838224,-0.0413262753427,0.898898610834,0.12733472875,0.846611258091,0.00978584880432,0.481013611479,0.0558066888151,0.417209355044,0.0779811951059,0.394899476103,0.0294437044898,0.404430469289,0.0182044846152,0.57328894482,0.049777563098,0.42693450304,0.0791769444615,0.0263762488082,0.0599250258366,0.571240331817,1.0
0.0533105134854,0.620838470815,-0.0205457063025,0.0483948814628,0.00649521741861,0.509915135876,-0.0327097282789,0.893590424187,0.0171229050272,0.30680339019,-0.114184212085,0.111725740111,-0.148792864082,0.09930961275,-0.107800335257,0.0697987190372,-0.0511494034975,0.0433303330777,-0.0779681558272,0.175353183113,-0.0766496555914,-0.0463205971532,-0.09582753803,0.155135643476,1.0
-0.114185607159,0.18521616918,-0.0464997551062,0.0852123985142,-0.0517684664102,0.240500555237,-0.114372107862,0.647710976819,-0.037958374461,0.21684006981,-0.0644592971779,0.129539252833,-0.0654669670267,0.138787418312,-0.0746193125334,0.101747885498,-0.0200161787489,0.0578620177274,-0.0481360094586,0.125265482439,-0.033260510018,-0.0776113684924,-0.0636176498948,0.236244049451,1.0
-0.299830630603,0.127579702523,-0.0385040889838,-0.0609914999078,-0.222527711912,0.0730987456232,-0.607244085298,0.172122220597,-0.147568604825,0.0933289089127,-0.08693161726,0.04350932659,-0.0625964807915,0.0550258582317,-0.10647971617,0.0406782378949,-0.104754091569,0.0567334480656,-0.218190576079,0.119758284794,-0.530522021252,0.27791793333,-0.0563865448129,0.0946065263285,0.0
-0.343191898362,0.0248560035745,-0.0747194866488,-0.094008643353,-0.0893667408618,-0.0387979647562,-0.216676173982,0.03367228981,-0.0443719791425,-0.0618193386104,-0.0842613429048,-0.0742138395788,-0.0188853346519,-0.0989504594891,-0.0195230066881,-0.0661276731831,0.0510286995627,0.0335730446953,-0.0293727313838,-0.0514685148915,-0.178883488726,0.0613080400552,0.12634186435,-0.0845991189985,0.0
0.0352477344212,0.850320573839,0.0390749498036,0.0756013402768,0.0339400772748,-0.0378649767036,-0.00449708864121,0.0582959826141,0.00453393056228,-0.0773943256285,0.0122510159502,-0.0173211344001,0.0628313313082,-0.0427879445515,0.0314999285808,-0.0377976941406,0.0302324797472,0.348667036343,0.0740829388117,-0.0656658515866,0.0720100792808,0.233563802082,0.00993106609239,0.26785879063,0.0
-0.187713162839,-0.0393780998492,-0.106401776913,-0.107593352364,-0.215289180319,-0.0307727169184,-0.100667625395,-0.0430862868461,-0.0986263444168,-0.0498063215149,-0.192627977639,0.0613188740929,-0.2888361321,0.0740162813859,-0.226686564667,0.0410355670095,-0.0804365389659,-0.041799965247,-0.295210600567,0.00129813287291,0.0462395795349,-0.126299165246,-0.194384741658,-0.132550636882,0.0
-0.433446472503,0.113036388071,-0.123327158083,0.0759464829859,-0.354267075541,0.235412053191,-0.371105108975,0.288268979997,-0.203548914736,0.150309512032,-0.435736565767,0.46165486939,-0.534653459081,0.366203214414,-0.52069700751,0.4565015068,-0.2214683073,0.520975084414,-0.47168343444,0.411640608875,-0.122750384962,0.100311323885,-0.415915174868,0.359859459577,1.0
0.104953162806,0.0685865292221,-0.0171873546376,0.0201226956885,0.037219475603,0.0512493871637,0.0686178824013,0.297202705338,0.0323303057033,0.0718361437458,0.130667489342,0.261136299766,0.127435387861,0.293332854574,0.168572180413,0.250292035658,0.00502882748417,0.664991594571,0.101621951006,0.243100255086,0.0343317563059,-0.0298135442519,0.0556237924849,0.232119520169,1.0
-0.0761314082855,0.188652283471,-0.0224059522666,-0.0306177226875,-0.0779694571096,-0.0136192286479,-0.0615566079876,0.585516115566,-0.0150218984372,0.0816327692805,-0.0916962335178,-0.0666022959789,-0.0931342784987,-0.048887744207,-0.0664054418512,0.0421264218423,-0.0248977314842,0.334418127617,-0.0798327777081,0.0925248931325,-0.109531181438,0.640994455818,-0.0742386443238,-0.0550011424359,0.0
