AF3_Mean,AF3_Std,F7_Mean,F7_Std,F3_Mean,F3_Std,FC5_Mean,FC5_Std,T7_Mean,T7_Std,P7_Mean,P7_Std,O1_Mean,O1_Std,O2_Mean,O2_Std,FC6_Mean,FC6_Std,F4_Mean,F4_Std,F8_Mean,F8_Std,AF4_Mean,AF4_Std,class
4125.64897619,16.7774870441,4129.69190919,5.094530967,4126.35147807,15.1275712339,4129.2540536,17.5168148334,4133.59741074,13.3378071911,4129.13933522,7.10786505605,4131.27126157,7.90457359455,4128.22954596,12.7033520695,4124.93284463,23.7620128218,4134.92120266,19.8582316127,4133.36627154,172.862467601,4126.1947361,24.1835851538,1.0
4130.07647281,24.8711915499,4126.77512914,6.28092934658,4126.82860945,19.4486003576,4128.7344425,24.3500900996,4128.39356365,16.4542018439,4128.61448324,7.08513669794,4128.93287154,8.41219149162,4129.18078635,9.46740729586,4128.6079883,23.4051987866,4134.97476033,18.4102683164,4132.78102466,134.241170498,4149.6216309,123.225082193,1.0
4133.1916532,18.3289415682,4128.88296089,5.45455835927,4132.30435872,9.47752346569,4129.00019187,15.1997164666,4132.80773478,6.62799274666,4137.35367042,7.04339165826,4132.60771701,8.34123562706,4132.55382416,8.56518392648,4125.16320769,15.2313073954,4138.96768982,12.4454501515,4129.60580195,35.162322358,4132.59660585,16.1455914978,1.0
4137.70758808,19.1074703881,4127.95720397,7.00310994412,4131.97486755,8.4133038338,4110.94583113,7.54314368718,4128.97605298,4.88536236872,4126.35761258,5.70445230447,4126.01800265,7.72714107134,4128.85719338,8.46401713026,4161.17846887,44.2841941217,4133.3537106,7.85881753871,4122.11580795,17.8513053966,4133.23144636,16.2491039418,0.0
4144.26040793,55.6849104095,4140.06524159,46.3428167495,4128.44855978,42.5031904786,4119.30057223,79.2787822858,4149.68045239,39.1328467386,4150.58753352,48.5973361991,4137.06759412,54.5794967871,4143.34210192,52.9638235064,4121.35746689,55.7908166256,4147.02164268,50.6959530939,4077.87996758,85.6101483259,4146.07106689,54.466669589,0.0
4116.1967502,48.19085104,4122.93570975,9.09226149445,4111.76581858,41.5392700084,4136.01027075,60.0319535503,4128.54025296,73.6113807181,4117.45481765,45.0956722122,4125.81872345,54.4632624427,4120.44593136,44.5986097885,4105.43427589,71.9134055337,4127.1051664,43.4663504021,4148.56795178,78.2286179915,4116.41971449,48.3277616598,1.0
4122.05358921,20.0401963313,4130.63852459,5.13238500586,4143.57974888,28.0455531524,4127.86222084,39.6304998859,4116.20881799,10.2415051629,4125.22815652,13.0011445473,4119.69476717,11.0601320618,4124.33014108,12.1406587671,4126.88963268,19.979201716,4127.69615202,11.7560984567,4139.533309,62.1142436786,4116.56863973,17.1127516422,1.0
4129.08089831,20.0609106368,4129.99439284,5.17270441473,4123.22679274,16.5162638705,4129.7823332,22.5071472356,4127.2620669,7.53449667124,4128.32950845,8.80775625264,4131.24381819,9.51694694999,4126.87108111,10.4342431931,4165.35046113,90.8702641742,4133.1758175,13.1827510236,4095.29999453,67.9719079851,4131.53795199,19.1876440131,0.0
4132.95820132,15.9043121802,4127.01062229,4.8119575316,4132.52279585,17.0916312941,4131.22697619,15.18739266,4129.28532452,6.93655758915,4130.80248369,6.48331292091,4131.31322533,7.04129518597,4132.86363647,8.68820698859,4137.63697112,68.2713733188,4141.24438318,10.2425461551,4112.4162844,67.115881919,4133.90850344,14.7643064714,1.0
4129.50698518,17.2074800537,4135.74862296,11.9018130465,4119.20025658,15.489569669,4128.79074823,15.5657734022,4125.26738413,11.086745152,4123.7985096,10.869772255,4124.378781,13.2957891904,4124.89802547,13.6654606562,4117.81061106,38.7217659535,4133.25089749,9.48876599393,4148.92350376,60.7484536414,4128.00171127,14.5817421368,0.0
4134.26564431,21.4238370907,4126.81122957,7.92147590566,4129.95409466,17.6577693782,4131.28915262,38.619900168,4131.08067725,9.79808818573,4129.81155955,10.2156777286,4132.20066499,10.7636745082,4132.10682483,11.9000198197,4103.30873353,118.206654942,4138.97486518,12.3477735432,4134.50556924,98.3280337351,4132.22095312,22.979931358,1.0
4129.76627098,21.6900677376,4130.76203981,5.26390712126,4130.10095965,12.8639981012,4130.51918091,12.5721163298,4134.78881661,7.3486275173,4130.31117627,7.54724561297,4129.20310852,8.19619176947,4128.82305631,9.95033533089,4150.37645545,26.526488815,4135.68777195,14.1762211598,4138.03999666,47.2930737363,4131.66487023,20.2834610962,1.0
4126.89851895,18.7133445226,4127.53439279,5.77445987585,4127.85708373,13.7941312389,4133.61060453,11.1252242087,4125.98114511,9.85469779363,4128.89064954,7.37889846979,4130.63085881,8.23638420007,4128.86318527,10.0423030445,4125.6595102,19.97270025,4136.64580536,9.95143229268,4134.68430536,24.4666356046,4127.63790989,18.2020861617,0.0
4128.9574017,20.0424622695,4130.45938166,6.20707411956,4127.84440451,11.8616408724,4126.68721944,13.3013229853,4128.47541242,39.1553173589,4129.05657515,7.63022208803,4127.64246533,7.97992107442,4128.19022575,9.27869370573,4128.70613056,32.5109219723,4132.75628216,10.1800426431,4125.42880541,21.624079351,4131.74862525,24.1524433996,0.0
4127.98839221,25.5615638102,4125.4738135,13.4680324685,4126.95103292,20.2254403593,4157.94392523,60.4738729949,4124.1654001,15.278432644,4126.67305607,11.334793431,4122.31328141,13.6487129204,4126.13680374,13.8194436196,4101.56562118,98.4712874167,4131.48813801,15.9188489326,4149.93849481,52.5581325853,4126.01219502,23.5119507189,0.0
4128.92307655,22.1030640604,4131.46040148,6.97491571358,4129.93457103,12.1416234145,4130.17607882,16.5030551669,4126.85410966,8.78495390829,4128.57546906,7.19188722607,4129.53441793,8.23172440814,4129.45156148,10.7208089382,4146.76872453,22.7360676896,4135.32398768,13.515124829,4142.68940286,26.6425383659,4128.90135212,22.2680256937,0.0
4130.14837033,24.2908639319,4128.73316508,5.85881312322,4130.58408853,14.7576151001,4135.38714946,15.6291989623,4131.73552364,27.8124675493,4132.18341662,13.9187316822,4132.53493571,15.2968976776,4132.06675272,14.8608681124,4129.75880722,21.7031872513,4137.63473699,13.9101890324,4129.21250861,36.9767853263,4131.1689363,22.049151844,1.0
4137.89027664,20.3580160633,4124.25304786,10.0001896289,4133.79209715,8.9657289474,4123.27708632,16.4913602304,4121.56329658,6.64861444964,4126.24735214,6.48501364285,4126.19182849,8.48436704184,4129.56534444,10.7646590756,4133.00606439,19.2570374112,4140.36964245,13.49160843,4145.8952453,44.3951714734,4138.04368433,17.6055610798,1.0
4129.50183905,21.5855717838,4131.59240065,7.70433262121,4131.127152,15.2037380235,4126.51287519,14.5764825416,4131.05689698,11.2451328479,4129.13008296,6.60805520886,4127.05833344,7.99206428866,4129.11238306,9.9786566057,4142.61389159,29.0640138193,4136.43238598,11.5858956514,4134.68978932,38.6153514777,4130.73935717,17.9985001452,1.0
4125.64940458,22.1514442142,4129.1464159,5.69158975744,4125.86671198,10.7770788551,4130.89212876,12.1850613879,4126.93480882,12.6903514113,4127.12809009,7.27711831656,4126.55549684,9.35990162674,4126.59963137,12.5753727579,4130.99603322,26.4169233747,4133.6243781,10.3753432767,4136.53762375,28.3127249831,4126.05496852,20.6981793082,0.0
4132.39026995,24.960110768,4128.40341641,6.28922608119,4132.39447815,16.9935062185,4129.78145938,17.4770350716,4134.92228595,10.1570821429,4132.63905405,7.01994170597,4133.44483744,7.56685785713,4132.11886862,10.8864580845,4120.66009231,21.7734397152,4138.13491231,14.1357829469,4127.55187282,152.046525544,4130.99802821,23.010004004,0.0
4129.29033358,20.3158045224,4124.69821652,4.57600321718,4128.42942813,11.4867177829,4125.10865862,16.7322103976,4125.98631597,4.97078993197,4126.13057768,5.73620891371,4124.20401143,8.39732083916,4126.1212726,9.22504928108,4134.88854737,18.6566484902,4133.45618693,10.3757391628,4151.75764483,40.7674938432,4131.44399401,18.4379585572,1.0
4135.87881749,10.3734830915,4133.63798218,4.64295284073,4129.57772706,9.74756724194,4147.70923465,9.99643843083,4135.45570099,5.98700375011,4133.77168515,5.52164771021,4131.81518482,7.96571939654,4129.7605132,8.6769679224,4137.14986865,11.3624177416,4140.14893564,8.8735334864,4125.90166667,16.0658106894,4135.18320891,11.0692651564,0.0
4131.49638731,20.9415519668,4129.1561483,5.52561932473,4133.33650681,12.2393643313,4145.98396718,11.4350755681,4134.07160217,10.7134642107,4130.86290557,9.07466184121,4128.90211796,10.1384993335,4128.87989195,11.4559973151,4138.59014025,13.6541139108,4136.63411796,10.5196634158,4140.28260836,52.1889799482,4136.25148916,17.5698443287,1.0
4130.73592388,20.2728215395,4129.34978854,4.55418024377,4128.36137402,13.1358566207,4130.01004088,17.6146758298,4131.37413419,12.0966825895,4130.58408663,7.31341633367,4130.77853744,9.09602600009,4131.09935511,9.04409355665,4132.42769284,14.3399811534,4135.10004317,9.71239293351,4126.01229341,27.3179887548,4127.55467268,18.5897862321,1.0
4122.97579104,20.7905598998,4129.91317072,4.3081798165,4122.57738347,13.6754995191,4123.92174821,11.539939345,4129.81611952,12.7552339297,4126.92920677,7.09535394668,4128.6648251,8.6159997359,4127.87005797,10.2632974213,4127.95586653,14.2931058662,4133.00337131,10.4693687826,4138.67095797,23.2966832448,4125.23240418,21.0885734786,0.0
4101.65402698,42.1674769141,4039.94443922,175.013235903,4130.85257086,28.0614412801,4122.6668896,91.9077550059,4146.5616572,69.3430600349,4137.24421538,40.936230504,4126.72389469,34.0371607446,4134.95069112,200.348373128,4108.72517259,76.3766966052,4134.34230596,43.4610595264,4118.95880217,58.4396692429,4119.6599727,103.007140356,1.0
4143.97474601,56.6220070304,4114.34862513,87.1014019333,4135.32562392,47.9850401856,4126.73497447,94.0559236445,4116.64674228,54.1578755532,4129.48070989,34.8567516328,4133.30073219,26.0725277761,4117.19733814,42.526264742,4139.81888285,48.2841614405,4134.29221897,38.0040335165,4142.73280061,82.2949247008,4137.51765974,79.6647299002,1.0
4135.29702403,26.254135469,4119.76879811,81.7450319859,4130.85835045,43.0056800228,4133.74226455,98.4212284413,4136.30840387,30.9350480192,4128.47248699,29.695942109,4132.18037815,21.9056923922,4133.15305531,40.0108304809,4121.34698203,45.3831888314,4134.13286673,29.6034524627,4124.50589454,55.1226121764,4129.42937756,65.4414705067,1.0
4139.90912025,20.483388421,4128.52969873,17.4811215522,4136.96851519,16.5948755209,4065.66699114,7.96629978974,4146.86789241,8.26069122917,4166.71210506,12.938809124,4140.96072658,10.9064927902,4125.84226076,13.6365873708,4153.92405443,24.1565861266,4166.33560886,8.97627594184,4147.51055063,13.9540521212,4142.44076076,15.3647414198,0.0
4158.44505016,50.0250584432,4154.38535852,53.20188368,4140.58867331,39.3975463758,4116.00791768,49.7448272966,4137.87946109,41.3946645373,4174.0786508,39.1265572053,4137.77557781,34.6086400172,4145.87352637,41.4418752599,4147.29821125,45.6395648991,4139.55313826,37.1677857502,4097.1044627,42.8840857393,4152.37364791,47.3404940283,0.0
4102.91470329,81.075432017,4094.2078034,100.62969958,4121.33961293,54.4930224429,4076.61840884,129.251892458,4125.4875271,58.7919858817,4110.833772,69.5324926213,4108.40572018,48.3248049624,4126.02418855,52.7167040599,4101.55241565,64.3242244767,4131.01052268,33.8690675433,4106.30094807,117.964419217,4116.86958583,67.1926431814,0.0
4126.66666708,73.6035314178,4127.71786885,57.4003378128,4130.93750883,45.4729443335,4120.99262565,101.107142577,4128.0080946,47.7655940676,4131.18087155,41.1141058542,4129.77820322,32.1729681205,4130.95029097,47.5016298335,4125.9930243,74.0251449649,4130.23936999,28.1949795162,4109.98375701,185.053695249,4132.50046604,45.0755254642,0.0
4128.6864998,38.0414239165,4100.61731227,70.9427410515,4112.97319367,33.6039621024,4152.86667211,153.608922302,4096.58424006,95.8681721273,4118.43617646,18.9078397483,4115.87612987,17.8453286501,4120.48796508,27.1972418549,4127.36919486,22.7377154224,4111.71371474,21.2970914674,4136.71967181,89.3260268095,4108.6667184,118.010423512,1.0
4136.14391738,44.3493524339,4135.37748788,75.3674584656,4135.72479841,34.9356271988,4127.80892612,170.963569161,4150.7274717,86.2761249003,4129.34993535,17.3923739248,4134.24337607,22.2849934994,4132.03218262,29.2736733927,4103.41252205,33.3338556361,4134.93188719,40.8337190208,4133.50138858,47.5091201791,4136.78404975,143.082250045,1.0
4134.66979086,34.9296628326,4148.69841817,58.3499186,4138.25116605,30.1191734425,4118.32928781,162.909153379,4150.25083047,44.9475766899,4145.48757073,16.8822556497,4141.61100653,21.1671932033,4137.26402601,27.2639008085,4171.57780044,44.1219696698,4148.82899554,46.509038897,4136.08827954,56.6539054218,4143.1567198,116.867347957,1.0
4133.70904358,102.090098606,4165.60215916,73.9452068823,4100.25694968,71.7321673834,4233.21781368,163.025974243,4119.88771768,78.5225531235,4109.31389768,154.161729134,4101.96707368,224.155153292,4106.99703326,89.0877387532,4078.37948568,84.8812759865,4117.79972905,87.2216852527,4394.63319916,746.803930311,4121.84507537,118.042265763,0.0
4114.42942404,164.904041129,4115.85547727,189.81763776,4123.07433444,204.741966423,4111.18155939,186.696444516,4115.41362525,187.096536713,4126.50971253,176.94730347,4128.89355051,199.030039687,4119.04688141,178.271178354,4109.50531131,199.967152479,4121.04118071,162.450971211,4131.44211313,294.22637486,4132.65164485,207.818198689,0.0
4129.77892057,36.1558156574,4130.78689757,40.0089401545,4126.38038095,31.3808204137,4142.70646565,123.095378898,4132.07336545,74.5335215537,4129.67500567,21.2398665898,4127.63723364,31.954327583,4128.11628166,35.2070342211,4131.06590942,48.0304956513,4138.72600355,32.3132059702,4133.17693982,46.5686380741,4122.12609959,173.295614949,1.0
4107.16482114,90.1796660779,4113.20709111,103.530576838,4113.61514872,92.5983899218,4099.65427743,85.5594525964,4120.40962748,64.2999409985,4117.68995077,65.7190963942,4119.55370552,66.9018787704,4114.91265383,68.067624116,4109.42510725,86.3776649854,4115.83614862,64.0013997133,4098.05871941,425.285333363,4122.73381961,132.088895239,0.0
4167.66710031,162.597653778,4180.02836052,156.16050601,4175.95257711,136.791697471,4151.03863825,175.838247055,4168.69116528,107.061836952,4156.5867106,88.5813807841,4148.72740246,84.4524774077,4162.08594025,111.553835032,4165.99078233,169.848272228,4165.90885806,92.3271490918,4202.83508679,594.381048885,4175.07424777,142.41664771,0.0
4095.01237427,108.604620958,4045.29962322,120.571485209,4085.16693483,61.9052419339,4130.32813245,125.44424951,4076.64909441,51.2916599044,4099.76976825,42.5208220235,4084.89653846,45.6690303703,4097.19634336,58.1110053046,4095.67796322,47.4522716932,4102.81871692,37.8236074168,4056.84705063,115.475185727,4028.51282084,158.801119857,1.0
4255.67315148,188.037074037,4322.15875262,242.375124005,4263.07692232,188.096491411,4208.55323622,147.739967127,4250.63956469,162.4005198,4235.81449863,156.540328226,4209.40248929,143.916417867,4226.64914487,155.02726845,4237.19292141,183.298146113,4228.66654989,134.800097627,4341.37258542,511.751509513,4285.75550342,235.748239091,0.0
4131.39481166,97.1862690214,4097.1691914,68.2851549384,4112.99798987,83.6861445647,4123.4804153,115.271299181,4105.45423394,136.666739147,4116.64068375,78.1607076845,4114.66342983,75.262659056,4114.99975478,82.9686212881,4105.1399717,96.4161083927,4118.24091769,62.0180148566,4105.38706539,167.584380017,4110.6250913,189.721194067,1.0
4149.57191882,80.3095263113,4144.67516898,101.963091533,4142.80597829,47.763350934,4151.65391422,123.901383553,4144.78650738,47.4659106458,4145.6986139,50.3193472535,4142.14616706,39.0063685123,4144.3559584,53.4506177237,4144.04771636,52.8701443912,4148.53805016,46.3524504298,4145.38818182,118.741932257,4141.29000385,144.918151517,1.0
4116.93581038,104.213581764,4226.54396117,160.838126429,4128.40655056,87.3241948712,4088.65196637,110.292990632,4149.609307,68.9193011679,4110.78659323,92.7653782714,4062.20524153,124.663012612,4111.02737856,72.2306406172,4172.81125056,103.780230837,4121.90194944,75.1536406997,4427.04520519,871.929514855,4178.09457675,225.164944987,0.0
4175.8526915,47.1343851065,4130.1416877,79.6675931546,4138.19422908,37.6736340259,4140.54608993,117.117053136,4146.81351544,24.4591416238,4126.41886085,41.0127577711,4122.6031094,54.9406196047,4133.82091477,45.5543331875,4147.71754519,32.8491359164,4141.99391946,39.7941767148,4391.76619038,367.418508817,4152.3260472,48.9850698782,0.0
4146.20312693,74.6801969952,4108.28007457,115.287897694,4126.49777848,42.6966153285,4140.68684054,158.71553802,4125.94697177,78.8979672642,4132.5889989,49.1134971215,4127.57988679,34.2969425403,4127.48440641,38.0762522716,4129.04802302,35.8584701942,4135.20443554,34.5792941139,4136.396396,108.116992867,4117.73722523,142.375895901,1.0
4091.88699473,237.084552885,4154.45846539,233.569566209,4132.40595665,176.670069015,4110.53708048,272.931843312,4131.63396204,167.322712903,4131.53754168,146.610410428,4141.07907389,102.024860539,4132.84016754,143.758605497,4127.0142782,170.969462075,4133.77982719,127.074620411,4070.60095377,671.229613391,4140.21925365,174.203254516,0.0
4192.8239096,34.9300071254,4072.06996258,59.2586781025,4153.79351126,30.0110641637,4206.22176921,51.4496078993,4124.04482947,29.0334873417,4152.36033245,20.7955514362,4134.2061457,13.2835810258,4149.6484947,26.6858228604,4128.31550397,27.7349960481,4134.16709073,13.3664942816,4136.00781391,65.5549841538,4028.94888477,184.72430832,1.0
